Age,PSA,Positive Cores,Examined Cores,Clinical Stage,Gleason Scores
1.9398382853190317,0.6360850259024334,0.33055461735453945,0.07369124716383581,1.6945165960069855,2.051352126259114
0.6556577870874096,0.7726958064890023,0.8719006078818577,0.04959568536844847,0.03316426527435024,1.8656389274839846
0.15169578316266066,0.09680618659581487,0.6224652198829833,0.03252864392908509,0.9743566316427701,2.2289258208581004
0.8421024844706462,0.3091296971631283,0.2992596092751767,1.1814352711820717,1.3122953368730879,2.146457643896385
0.2515670009905657,0.13189649958468902,0.9263975546142377,0.13193779937308292,1.2727687694358063,2.193070575800798
1.4934045379175276,0.17687916125308284,0.12246978747344976,0.04218070245588557,1.239885228450628,1.57955149336271
0.2389261698575173,0.5063529678298981,0.4762060910804691,0.07539636134285863,1.4260160021782031,1.858957574683214
3.582989437693106,0.7933994467534046,1.2215151017746497,0.692114004381919,2.0214225434373474,2.5103437554501653
0.3088182439772311,0.02435495060402586,0.3670662915818072,0.04712980037441731,2.249836154600156,2.2160791473368837
0.4878173568192256,0.0008665675303698512,1.0773624021945036,0.043942859784295116,0.9080147620833249,0.5125570458927935
0.6780147194589546,0.13829897194963184,1.547296803333207,0.34907236437582917,2.126742915953389,2.1394826431452563
0.1191207586428247,0.21962296682427462,0.11355554575746359,0.8176792982843961,0.9715512180218739,1.060340983503331
1.1541647127667325,0.5527406447961527,0.9656840914572908,0.06567307002092179,1.1607854908849171,1.580374770446282
0.44495653917105593,3.8703405097710393,1.3324867757675156,0.033440445810566696,1.5075581893772414,1.4387335950961435
0.21731765138231224,0.0022728372193998644,0.6225704746662948,0.031715298835061384,0.13649722582417825,1.8119159989056266
0.5408817488073622,0.27297138714367736,0.46075921676724246,0.03928256546761295,0.008427970381882692,1.5867762456431946
1.397274533293427,0.8853163425757637,1.5621488384670952,0.05931999480468418,1.557554948795583,2.844234950702112
1.9776307304544718,0.8481334199388587,0.962273957303131,0.06621817450091363,1.299545569762421,2.297740930302078
1.0565495575816748,0.28176616569795543,1.692560622542123,1.9987590497919954,1.455098509015905,3.059593389651927
0.9177220751130084,1.0341280014195,1.4750912024317144,0.05695924312620695,1.9044248171195455,2.3010245763858173
0.08640255071942128,0.14775233935518084,2.51644225786374,0.4573987068822701,0.9762798441960876,1.5056143861939115
0.07369154023768777,0.05599110304570848,0.07894171538709598,0.047860531162284906,2.1321401225871086,0.4818878012665312
3.3734124033866215,0.6854584199728643,0.09624544216445298,0.07806364654750216,1.6153592511865704,2.3557529273760576
0.9684995007640875,0.1857867313235723,0.10208157213484835,1.7013875381882362,0.21810907191047507,2.4439430498389134
0.5261415086176204,0.8646410789843842,2.1432304397733,0.04774125694259736,1.7939315270294813,1.8112097640471059
0.7710462298821446,0.06252992974478741,0.29896284868600836,0.07086751733837593,1.4757104601210584,1.8858555989768842
1.6656892553742222,0.1761447974080115,0.5780119313302806,0.29776650798595367,1.2319870277449774,3.285651350249878
0.23453748726446383,0.3987099064142066,0.07522852286418974,0.37447811903637107,1.4689078994774714,1.8363162383060538
0.8704897661203523,0.27352141639289346,0.7621803734475289,0.40765512304200024,1.4253737449965942,2.5940120003841844
2.1536924024271578,0.824370864164679,0.5959961229771139,0.0741750321671233,1.4223258920320203,2.2217907768399785
0.7736518907444737,0.4074042492280987,0.1988610431174475,0.0776345017249864,1.3792896897883846,1.7693121385364547
0.5059272354632206,0.0063511437760373,0.5610163793369541,0.040209775648964,0.05709906956045731,1.2973510608283403
0.07173826536856653,0.02604890517389049,0.2635754188124489,0.028402240435755396,1.8482983625465552,1.460893483212375
0.3546074408764757,0.0035694410540712744,0.6556041226811183,0.44816101664602365,0.08694105563368314,1.8517053844353233
0.84591222273614,0.5154229998486852,0.23323607626540452,0.04937554274105063,1.1756027140298984,1.4232973028566709
0.8217066067336171,0.7256871089973361,0.5966470576423878,0.590307955477692,1.45287689591312,1.9752046592823094
0.2784040104986994,0.554151992281458,0.5981529512066281,0.6173800508370196,1.4014232881884006,2.2751618994994165
0.2352586017905378,0.5042854030786206,0.506348575072864,0.06530975205124177,1.4682454476842717,2.095411023408507
2.1646479471803426,0.36682244085886606,1.0791293660305805,0.7802405874071021,1.3242171781208913,3.0031574647764887
0.06244600573618429,0.012507608463614917,0.34365058568451984,0.04314349620248325,1.992189688515204,1.290828538432316
3.474479166421477,0.33530336400967903,1.4233751853212804,0.8097039117116798,1.6410939257422077,2.8833613464709655
1.833181929542402,0.717626394446675,0.18686264990750936,0.06859269979049741,1.3690183752050327,2.1288440541411577
1.0465723860813676,0.2120062688085601,1.329649848663207,0.3874227298767537,1.516221902672364,3.08502682984573
0.4841214080998747,0.12313448027932646,0.47724885050948307,0.02947629659616572,0.19059112698505248,1.263721354576808
1.5741338413333656,0.1483080488174762,0.055281963725258135,0.04123273677439502,1.3257694781875184,1.727931389195917
2.240543553523966,0.8434916328504756,1.3386526913192938,0.1650571802565632,1.486399802585055,2.3844113583706523
0.07890321142269974,0.6436014490995624,0.4280805490863109,0.12370179052325708,0.19512166354239288,1.8907219765107302
3.3945749679040143,0.8011521521573577,0.24120763033253298,0.07426325064453529,1.5319822377738082,2.483607996439826
0.7670126318909765,0.30117344854162675,0.9437705059983093,0.580738424760672,1.59205885613033,1.9770270465345425
0.6755196754471134,0.05365404286442822,0.8656837140163866,0.03452550287601426,1.1426544561437573,1.6941715099663845
0.37836284742975346,0.038710731911808,0.4788954455663584,2.636957258219376,0.5043394029765818,1.899051776465647
1.9856935082804381,0.02630560151635857,0.9690747213512816,1.2471887278235756,1.2515271005951871,2.441505758783543
0.13797006045386292,0.000172199236889144,0.7168025553680327,0.7303279935084888,0.08279068154874597,2.484310541725967
1.2177575702230563,0.3901056344481349,0.9099562349919348,1.242591424140763,1.3813932610021729,2.443161762373186
0.26371150186891834,0.010358637717059424,0.453707405854047,0.4482934653212373,0.1457099092539671,2.2797634935473132
0.17239277692348562,0.9102613527646098,0.2508251823017454,0.7875787301986993,1.5329873087311328,1.2825328731276626
2.477059529845623,0.11286914594966822,0.3404699547099878,0.03446347920662172,1.4233559757896654,2.1737714758672184
0.06767138977897882,0.2522267939689275,0.3198990071579064,0.04608910473939546,0.7167827858401102,2.0895074216498397
0.946171871880037,0.09446088074511728,0.8558336102739993,0.042066789529741445,1.3442492163520519,3.504773820723544
0.896943954925137,0.04187838607002119,0.4408358513713248,0.5916178933041438,1.2531735003699804,1.482552471515318
0.08596381559174426,0.08562882412321397,0.5415314693326517,0.012773347538995606,0.8102321728329602,0.7997767257336785
0.31445968251412265,0.1395270768110722,0.33996123636444864,0.06902762700738527,0.918807333160114,2.0551220001116572
1.844038715050717,1.219262538312093,0.9268525825760375,0.06787510456994993,1.239451753486057,1.6924216586757095
0.8878926642579695,0.7585937787983863,0.5618214681779206,0.06696131660041858,1.3074607711374586,2.05876683648543
0.8142859210224698,0.6932192914175954,0.07981787665874245,0.07619127167994089,1.546929982600125,2.1511582881298357
0.14636769570240377,0.206927588360814,0.08187990240609046,0.823827768104038,0.18370219273217356,1.483441164888729
0.23277788224349039,0.27997414423774525,0.5616642322841218,0.028172418965960618,1.6421753316065488,1.2425021501811753
0.18736190128940783,0.05080101703198241,1.1287259019460867,0.2955403935270738,0.5741338225253763,2.0136133107580445
2.4128187849784797,0.7362679396340697,1.7735302431051154,1.3008369839595426,1.2894511908301707,2.8088699926721685
0.22006997787876148,0.4691538579360515,1.1787685635281169,0.059470360720452566,1.2771129082338613,2.1701319717468395
1.8487178068065981,0.49059894391897346,0.07923997488509342,0.07414920371281811,1.5498802844444344,1.9906429608695573
0.22566044205969335,0.20433189375643732,0.7358517756707279,0.07025382280112885,1.3030244070614903,1.8355023339071048
1.97367335729299,0.20871532497777004,0.5415707876478967,0.07446024775892193,1.406829816303683,2.036917062689129
0.9045834738788215,0.5866459154394059,0.056348221581629526,0.0521207072448647,1.1682772623162898,1.5026144714105152
0.6072533796549799,0.32376696282239203,0.07543123044038523,0.05605488170179475,1.1522932483191959,2.6436109029942787
0.39879640234350927,0.0645564861117465,1.0424621902293665,0.8116291287665344,0.2534749633362632,2.3086874175075502
0.929634797624598,0.13637279282453746,0.07551579864040661,0.049980930169683316,1.2028203071332166,2.1992191688642087
